WORD,FAM,CONC,IMAG,MEANC,MEANP,AOA
unbeliever,3.73,3.79,3.28,,4.72,4.86
uncertainty,4.51,2.37,2.83,,,5.22
uncle,5.57,5.8,5.74,4.55,,1.92
unclean,4.03,,4.24,,,
unconcern,3.8,2.52,3.22,,,5.03
unction,2.39,3.08,2.13,,,6.69
under,5.44,3.19,4.26,4.05,,
underbrush,2.51,4.7,3.07,,,5.75
undergraduate,5.3,5,5.18,,,6.39
understanding,5.59,2.69,3.77,,,4.42
undertaking,4.3,3,2.78,,,5.19
underworld,3.99,4.25,4.48,,5.76,
undoing,3.96,2.57,2.83,,,4.39
undulation,3.09,3.68,3.69,,,6.14
uneasiness,4.51,2.29,4.11,,,4.75
unfair,5.88,,2.64,,,
unhappiness,4.94,2.34,4.61,,,3.53
unification,3.53,2.66,3.23,,4.76,6.47
uniform,4.84,5.5,5.91,,,3.31
union,5.95,4.49,5.26,,,5.03
unique,5.34,3,3.79,4.73,,
unit,5.13,3.89,3.34,,4.8,4.11
unite,4.94,3.09,4.74,4.43,,
universal,5.6,3.39,3.56,4.87,,
university,6.22,5.33,6.15,5.31,7.2,4.97
unjust,5.04,2.44,3.66,4.34,,
unkempt,3.05,,3.93,,,
unknown,5.48,2.22,2.97,,,4.06
unlearn,5.48,2.22,2.97,,,4.06
unlimited,5.32,2.63,3.9,4.9,,
unnatural,4.62,,3.05,,,
unpleasant,5.28,,3.56,,,
unpleasantness,4.41,2.65,4.25,,,4.39
unpopular,5,,3.07,,,
unreality,4.21,2.03,2.95,4.03,4.92,5.25
unrest,4.44,3.24,3.79,3.92,,4.81
unstable,4.93,,3.56,,,
unsuccessful,5.07,3.39,2.93,4.12,,
untidy,5.15,,4.58,,,
up,6.08,4,3.91,3.59,,
upheaval,3.9,3.2,4.24,,,4.94
upholstery,3.8,5.7,4.78,,,5.08
upkeep,3.95,2.99,3.47,,4.76,
upon,5.75,3.11,3.34,3.68,,
upright,4.8,3.48,4.53,4.11,,4.36
upset,5.36,2.82,4.16,,,3.29
upwards,5.07,,3.66,,,
urban,5.18,4.2,4.76,5,,
urchin,3.32,5.68,5.29,,,4.69
urn,3.69,5.51,5.1,3.5,,4.42
us,6.18,3.97,4.28,4.1,,
used,5.67,3.15,3.44,3.63,,
useful,5.99,,3.34,,,
usual,6.04,2.35,2.35,,,3.53
usurp,2.14,2.6,2.62,2.26,,
usury,1.76,3,1.89,,,6.78
utensil,4.94,5.67,5.34,,6.08,
utter,4.8,3.65,3.7,4.21,,
utterance,3.57,3.58,3.13,,,5.39
vacant,5.34,3.18,4.75,4.95,,
vacate,4.08,3.51,3.69,3.97,,
vacation,4.95,4.14,5.59,,,4.58
vaccination,4.42,5.09,5.72,,6.12,
vacuum,4.87,3.89,4.79,,5.94,
vague,5.22,2.72,3.21,4,,
vain,4.86,3.15,3.51,3.83,,
vale,3.34,4.67,4.21,3.02,,4.81
valley,5.15,5.75,6,4.58,6.56,3.39
valor,4.32,3.12,3.71,3.87,,
valuable,5.58,,4.22,,,
value,5.52,2.6,2.89,,,4.33
van,5.42,6.06,5.72,,,2.67
vane,4.11,4,3.77,3.1,,
vanity,4.33,2.5,4.06,,4.92,
vapour,4.55,4.99,4.93,,5.76,5.33
variety,5.33,2.97,3.72,,,4.64
vary,4.85,2.58,2.72,3.47,,
vase,4.52,5.95,5.63,3.88,,2.97
vault,4.45,5.5,5.5,3.95,,
veal,4.65,5.28,5.19,3.85,,
vegetable,5.91,6.02,5.98,5.3,6.92,2.69
vehicle,5.34,5.58,5.93,,7.08,
veil,4.21,5.6,5.16,3.79,,4.14
vein,4.96,5.53,5.46,4.51,,
velocity,4.36,3.52,4.17,,5.72,
velvet,5.15,5.8,5.69,3.8,,
velveteen,2.38,5.5,4.7,,,6.36
venom,3.75,4.76,4.56,,6.4,5.31
venture,4.61,2.95,3.99,,,4.92
verb,5.34,3.37,3.57,4.31,,4.36
verdant,0.98,,3.37,,,
verdict,0.98,,3.37,,,
verity,2.95,2.7,2.4,,,6.11
versatile,4.25,,3.27,,,
verse,4.83,5,4.89,,,3.51
vertical,5.24,4,4.78,3.14,,
very,6.06,2.23,2.43,3.07,,
vessel,4.61,5.71,5.25,,7.82,4
vest,4.72,5.75,5.81,3.78,5.96,
vestal,1.77,,2.83,,,
vestibule,3.15,5.77,5.3,,6,
vestment,3.18,4.04,3.65,3.18,,
vet,4.56,4.85,4.94,3.82,,
veteran,4.43,,4.39,,,
veto,3.61,3.26,3.36,,,6.36
vial,3.71,4.85,4.24,3.3,,
vice,4.57,3.99,4.13,4.22,,5.17
vicious,4.4,,4.41,,,
victim,5.11,4.67,5.21,,5.36,4.23
victory,4.98,3.76,4.61,4.76,6.12,4.11
view,5.23,3.79,4.3,4.17,,
vigil,3.7,3.53,4.26,,,5.5
vigilance,3.08,3.05,3.83,,5.72,
vigour,4.26,,,,,
vile,4.04,3.79,4.44,3.93,,
village,5.24,5.76,5.78,5.28,5.32,3.17
vine,4.11,6.01,5.64,,,4.25
vinegar,4.68,6.45,5.62,3.61,,
violation,4.87,3.26,3.86,,5.92,
violet,4.61,5.41,5.6,4.03,,3.44
violin,4.68,6.26,6.06,4.79,,
virtue,4.69,2.43,3.51,,4.87,5.11
vise,3.68,4.02,4.32,2.95,,
vision,5.29,3.95,4.4,4.4,6.39,4.11
visitor,5.6,4.82,4.99,,,3.11
vista,2.8,,3.22,,,
vitriol,2.35,4.72,2.94,,,6.56
vivacious,3.44,,4.07,,,
vivid,5,,3.9,,,
vocation,4.58,3.49,4.04,,6.12,
vodka,5.73,5.76,6.13,4.85,,
voice,5.96,4.85,4.89,,,2.75
volcano,4.61,5.91,6.27,4.31,7.6,
volt,4.35,4.89,4.15,3.62,,
volume,5.26,4.18,4.64,,6.16,4.61
voluntary,5.58,3.09,3.27,4.27,,
vote,5.67,3.89,4.77,4.43,,4.86
voter,5.19,5.48,4.86,4.5,,
vow,4.63,3.29,3.89,4.55,,4.58
vulgar,5.07,3.59,4.2,5.05,,
wad,3.54,4.79,3.7,,,5.25
wafer,4.3,5.36,4.84,3.7,,
wage,5.39,4.51,4.66,4.79,,4.28
wagon,4.43,,,,,
wail,4.26,4.39,4.52,4.26,,
waist,5.4,5.63,5.3,4.02,,3.25
wait,5.77,3.17,3.57,3.8,,
waiting,5.64,,3.83,,,
waive,4.6,3.37,3.5,3.31,,
walk,6.25,4.52,5.05,4.7,,2.06
walking,5.59,4.97,5.74,4.92,,
wall,5.96,5.89,5.76,4.39,,
wallet,5.58,5.84,6.17,4.21,,
walnut,5.38,6.42,5.9,4.68,,
walrus,5.06,6.29,5.9,4.2,,
waltz,4.42,4.76,5.24,4.33,,4.42
wampum,2.62,4.4,4.15,3.12,,
wamus,0.89,2.76,2.13,1.54,,
wand,3.81,5.7,5.13,,,2.72
wander,5.39,3.2,4.06,4.34,,
want,6.06,3.02,3.61,4.72,,
war,5.82,4.77,5.51,5.66,,3.14
warbler,2.73,5.7,5.41,,5.79,
ware,3.94,3.68,3.99,3.47,,
warehouse,4.49,5.78,5.02,,,4.92
warm,6.13,,4.41,,,
warmth,5.6,3.97,5.51,,7.36,
warn,4.91,3.15,3.59,3.77,,
warrior,3.68,5.25,5.53,,,3.74
wary,4.36,3.13,3.15,3.73,,
was,6.04,1.94,2.64,2.72,,
wash,6.32,4.47,5.22,5.11,,1.86
waste,5.77,4.3,4.48,4.89,,3.54
wasteful,4.76,,3.73,,,
watch,5.76,4.87,5.25,4.45,,
water,6.41,6.16,6.32,5.48,7.5,1.53
watt,4.36,3.5,3.7,,,5.78
wave,5.18,4.92,5.42,4.02,,
wax,4.94,5.69,5.47,3.92,,3.31
way,5.67,2.65,3.15,3.4,,
we,6.14,2.7,3.89,4.27,,
weak,5.62,3.51,4.14,4.66,,
weakness,5.25,2.57,3.86,,,3.89
wealth,5.57,3.7,5,5.28,,
weapon,5.17,5.6,5.46,,7.84,3.75
wear,5.36,3.6,3.28,4.02,,
weather,6.23,4.39,5.37,,,2.92
web,4.57,5.61,6.02,3.74,,
wedding,5.07,5.09,5.94,,,3.14
weed,5.42,6,5.96,4.85,,
week,5.77,3.83,4.81,4.46,,
weep,4.55,4.39,5.23,4.76,,3.56
weeping,4.83,,4.99,,,
weigh,5.36,3.63,4.11,4,,
weight,5.78,4.62,5.21,4.57,,
weird,5.39,2.53,4.66,4.77,,
welcome,5.29,3.5,4.7,,,3.42
welfare,5.09,3.09,3.62,4.57,6.16,
well,5.5,4.67,5.22,4.18,,
welt,2.66,4.58,2.97,,,5.78
wench,3.21,5.42,5.2,,5.08,
went,5.94,2.4,3.08,3.69,,
wept,5.94,2.4,3.08,3.69,,
were,5.93,2,2.43,2.74,,
west,5.63,3.55,4.26,4.17,,3.42
wet,5.85,4.78,5.09,4.58,,
whack,3.5,4.09,4.86,,,3.11
whale,5,6.1,6.23,4.74,7.24,
whalebone,2.93,5.67,4.7,2.74,7.04,
wharf,3.3,5.73,4.63,,,5.42
what,6.08,2.93,2.49,3.89,,
wheat,5.1,5.94,5.77,4.47,7.96,3.86
wheel,5.66,5.73,5.76,4.83,,
when,6.09,2.19,2.31,3.05,,
where,6.08,2.56,2.55,3.6,,
wherry,1.35,3.78,1.56,,,6.83
whether,5.28,,2.07,,,
which,5.55,2.15,2.57,2.9,,
whiff,4.26,4.13,4.61,3.82,,
while,5.43,2.04,3.02,3.2,,
whimper,4.16,,4.41,,,
whip,4.76,5.7,5.79,4.54,,3.97
whirl,4.23,4.02,4.99,,,3.64
whisker,4.89,5.6,5.42,3.79,,
whiskey,5.74,6.04,5.92,4.75,,
whisper,5.5,4.9,5.67,,,2.56
whistle,5.05,5.79,5.74,4.2,,
whistling,4.62,,4.97,,,
white,5.9,4.72,5.66,4.64,,
whiteness,4.12,3.84,5.75,,,3.53
who,5.99,2.34,2.61,3.1,,
whole,5.92,3.24,3.77,4.62,,2.89
wholesaler,4.03,5.39,4.09,,4.88,
whom,5.01,2.43,3.01,3.82,,
whoop,3.2,3.83,4.26,,,4.14
why,5.89,2.67,2.51,2.82,,
wick,4.38,5.99,5.35,,,3.53
wicker,2.33,,3.9,,,
wicket,3.5,5.16,4.73,2.98,,
wide,5.69,3.48,4.55,5.2,,
widow,4.85,5.47,5.05,,,4.26
wife,5.85,5.62,5.75,5.27,6.48,
wig,5.18,6.18,5.87,4.23,,
wiggle,3.88,4.09,4.91,,,3.5
wigwam,3.03,5.83,5.93,,5.88,
wild,5.72,3.81,5,5.37,,
wilderness,4.05,5.12,5.64,,,4.22
will,5.84,2.75,3.22,3.18,,
willing,5.37,,3.48,,,
willow,4.25,5.89,5.65,3.95,,3.86
win,5.82,3.64,4.54,,,2.69
wind,5.92,5.52,5.35,5.13,,
windmill,3.68,,,,,
window,6.21,6.09,6.02,5.07,6.76,2.31
wine,5.7,6.21,6.24,4.89,7.54,4.03
wing,5.1,5.95,5.84,4.16,,
wink,5.21,5.15,5.01,3.62,,
winter,6.15,4.99,6.21,,8.32,2.36
wire,5.56,5.85,5.64,3.78,,
wisdom,5.1,2.75,3.81,5.18,,4.75
wise,5.33,2.68,4.12,5.15,,
wish,5.56,2.7,3.99,4.23,,
witan,1.1,2.67,1.76,1.54,,
witch,4.74,5.22,5.89,4.65,,2.58
with,6.08,2.68,2.87,3.05,,
withdrawn,4.87,,3.24,,,
wither,4.45,3.84,4.38,3.82,,
without,5.77,2.67,3.02,3.3,,
witless,3.21,,3.34,,,
witness,4.96,4.59,4.67,,,4.72
witty,4.7,,3.8,,,
wizard,4.73,4.73,5.51,4.1,,
woe,3.59,2.52,3.48,,,4.61
wolf,5.37,5.95,6.1,4.55,,
woman,6.23,5.8,6.26,5.83,6.4,2.58
womb,5.08,5.38,5.29,4.64,,
won,5.75,3.24,4.18,4.41,,
wonder,5.3,3.05,4.02,,,3.39
wonderful,5.48,,4.04,,,
wood,5.74,6.06,5.77,5.05,,2.69
woodland,4.23,5.85,6.08,,,3.81
wool,5.4,6.08,5.86,,,2.47
work,6.03,4.02,4.58,5.58,,
worker,5.87,5.32,4.86,,,3.08
workhouse,2.95,5.49,4.19,,4.88,
working,6.09,3.83,4.58,5.34,,
world,6.07,5.32,5.6,5.61,6.88,
worm,4.98,6.11,5.78,,,2.53
worn,5.37,3.57,4.57,4.21,,
worse,5.29,2.79,3.39,3.9,,
worth,5.42,2.57,2.75,3.32,,3.69
would,5.88,2.02,2.11,2.45,,
wound,4.74,5.61,5.7,,,3.72
wrack,3.09,3.54,4.24,3.03,,
wrap,5.49,4.57,4.82,4.2,,
wrath,4.66,3.04,3.77,4.56,,
wreck,5.16,5.05,5.95,4.88,,3.69
wren,3.96,6.29,5.51,,,3.75
wrest,3.19,3.37,3.13,2.07,,
write,5.6,4.46,5.48,4.92,,
writing,6.3,4.67,5.4,,,2.56
wrong,6,3.03,3.44,,,2.44
wrote,5.74,3.85,4.69,4.38,,
wrung,3.83,3.61,3.52,3.15,,
xylophone,2.5,,,,,
yacht,4.64,6.06,6.24,4.64,7.2,3.63
yard,5.22,5.53,5.68,4.82,,3.08
yawn,5.67,5.02,5.45,4,,
year,6.01,3.64,4.28,4.37,,2.69
yell,5.09,4.39,5.01,4.52,,
yellow,5.55,5.37,5.98,4.33,,
yelp,3.33,4.02,4.99,,,3.78
yeoman,2.37,,3.71,,,
yet,5.23,2.49,2.37,2.22,,
yew,3.21,5.98,4.67,,,4.83
yoke,4.41,5.42,5.14,3.52,,
yolk,4.71,5.93,5.3,3.73,,
yonder,3.87,3.29,3.6,2.97,,
yore,2.14,2.67,2.18,,,6.17
you,6.32,3.7,4,4.32,,
young,6.09,,5.21,,,
younger,5.75,3.22,3.91,4.61,,
your,5.81,2.56,2.89,3.8,,
yourself,6.18,,4.26,,,
youth,5.51,4.39,5.07,5.61,,4.31
yucca,1.36,3.16,1.67,,,6.94
zeal,3.88,3.04,3.47,3.63,,
zealous,3.17,,3.37,,,
zebra,3.33,,,,,
zenith,4.16,4.3,4.49,3.17,,
zero,5.69,3.41,4.83,4.11,,
zipper,5.56,5.99,6.32,4.02,,
zodiac,4.09,,4.15,,,
zone,4.56,3.92,4.32,3.89,,4.78
zoo,5.65,5.83,6.13,5.15,,
zoologist,4.72,5.25,4.7,,,5.83
zoology,4.48,3.56,3.64,4.16,,
